time_tick,acc_X_value,acc_Y_value,acc_Z_value
9.842713,0.269507,-3.661913,-8.306830
9.876122,0.397601,-3.786116,-8.671061
9.909345,0.276540,-3.503590,-9.157550
9.942673,0.180769,-3.668646,-8.931589
9.975956,0.081555,-3.620910,-8.815466
10.009367,0.316345,-3.850612,-8.679141
10.042607,0.348069,-3.819337,-8.953736
10.076021,0.254543,-3.886227,-8.940418
10.109376,-0.042948,-3.606245,-9.000874
10.142342,-0.164308,-3.560904,-8.820554
10.176054,-0.073624,-3.754542,-9.053847
10.209324,0.009128,-3.608340,-9.631319
10.242672,-0.153534,-3.555816,-9.372587
10.276019,-0.150391,-3.579759,-9.224440
10.309317,-0.140215,-3.431911,-8.820255
10.342720,0.132284,-3.372054,-9.056241
10.375738,0.318141,-3.250095,-9.443817
10.409317,0.134679,-2.929710,-9.235364
10.442660,0.534974,-2.814933,-9.785452
10.475993,0.707661,-2.815233,-9.616355
10.509428,0.761383,-3.035507,-9.085123
10.547174,0.649001,-3.044935,-9.086320
10.576048,0.545299,-3.111825,-9.001472
10.609323,0.189897,-2.697763,-9.449802
10.642660,0.269357,-2.551712,-9.936441
10.676087,0.383685,-2.836183,-10.157614
10.709324,0.329813,-2.850548,-10.038647
10.742774,0.310808,-2.623690,-9.575203
10.775990,0.201270,-2.549916,-8.938173
10.809407,0.310509,-2.698212,-8.894029
10.842334,0.414511,-2.836781,-9.024368
10.875993,0.470926,-3.054063,-9.628476
10.909423,0.195733,-3.159112,-9.598099
10.942703,-0.294946,-2.871947,-9.476738
10.976054,-0.447732,-2.874342,-9.272775
11.009433,-0.441896,-3.096861,-8.954933
11.042594,-0.410770,-3.087284,-8.949696
11.076064,-0.026936,-3.482042,-8.917074
11.108740,0.000898,-3.639765,-9.093652
11.142663,-0.245714,-3.472165,-9.230127
11.175991,-0.616828,-3.075013,-9.341611
11.209324,-0.930629,-2.986574,-9.043821
11.242725,-0.905789,-3.029671,-8.909741
11.275755,-0.342233,-3.302470,-9.128369
11.309393,-0.430672,-3.457949,-8.916625
11.342599,-0.454316,-3.532022,-8.732863
11.376069,-0.528539,-3.235131,-9.562933
11.409113,-0.571636,-3.160758,-9.766597
11.442127,-0.567296,-3.086984,-9.281304
11.476041,-0.512228,-3.060946,-9.067914
11.509360,-0.405832,-3.331351,-8.770573
11.542746,-0.241075,-3.565692,-8.790326
11.576098,-0.376053,-3.297532,-9.315124
11.608861,-0.539014,-3.079801,-9.472249
11.642660,-0.698982,-2.857282,-9.452346
11.676013,-0.572983,-3.158963,-8.989800
11.709443,-0.319188,-3.498502,-9.073151
11.742668,-0.191842,-3.515113,-9.356276
11.776038,-0.250203,-3.536512,-9.493199
11.809424,-0.181966,-3.696779,-9.415983
11.842696,-0.339839,-3.579759,-9.164284
11.876032,-0.390867,-3.479199,-9.291480
11.909363,-0.082453,-3.672687,-9.766297
11.942726,-0.116871,-3.388365,-9.656609
11.976032,0.294946,-3.273888,-9.515795
12.009412,0.619372,-3.405724,-9.256613
12.042781,0.761683,-3.468275,-8.949097
12.076031,0.531681,-3.228996,-9.078239
12.109374,0.274744,-3.192782,-9.176554
12.142710,0.250802,-3.149535,-9.611866
12.176186,0.110586,-2.948714,-9.443517
12.209339,0.513874,-3.061395,-9.403413
12.242831,0.587648,-2.856085,-9.130015
12.276247,0.834559,-3.222112,-8.802447
12.309371,0.781884,-3.291397,-8.798257
12.342306,0.788020,-3.245756,-9.151863
12.375880,0.247659,-3.004082,-9.078838
12.409356,0.256937,-3.037453,-9.069111
12.442638,0.270405,-2.925071,-9.190920
12.475990,0.219077,-3.173927,-8.897470
12.509678,0.528988,-3.443883,-9.300608
12.542660,0.015114,-3.350655,-8.828036
12.575737,-0.100859,-3.458099,-8.936976
12.609644,0.123306,-3.469921,-9.345651
12.642610,0.234042,-3.658620,-9.664839
12.676032,0.463295,-3.594274,-9.647930
12.709408,0.492026,-3.534866,-9.210224
12.742188,0.159968,-3.907926,-8.585315
12.775966,-0.275343,-4.457863,-7.925839
12.809322,-0.542755,-4.469236,-8.609857
12.842639,-0.878853,-4.198383,-9.320960
12.876031,-0.796549,-3.959552,-9.174160
12.909105,-0.450874,-3.631984,-9.500082
12.942710,-0.496066,-3.345567,-8.826540
12.976010,-0.622515,-3.580208,-7.984199
13.009389,-0.751208,-3.993521,-8.282139
