time_tick,acc_X_value,acc_Y_value,acc_Z_value
14.981069,0.062700,-2.468061,-9.572510
15.014599,0.303925,-2.222796,-9.560987
15.047649,0.160118,-2.310487,-9.532405
15.081077,0.243918,-2.128372,-9.615906
15.114285,0.013917,-2.496194,-9.521930
15.147682,0.167151,-2.389948,-9.726343
15.180950,-0.126299,-2.552909,-9.298513
15.214371,0.162363,-2.464021,-9.172963
15.247691,0.452221,-2.274872,-9.761060
15.280968,0.395955,-2.477040,-9.743402
15.314428,0.256937,-2.283551,-9.392190
15.347940,0.454166,-2.042626,-9.237459
15.381550,0.340887,-2.583585,-9.475691
15.414308,0.140365,-2.349245,-9.504572
15.447740,0.156826,-1.999230,-9.616654
15.481009,0.301531,-2.449954,-9.646284
15.514307,0.382487,-2.240155,-9.751632
15.547592,0.278635,-2.096797,-9.485268
15.581018,0.136175,-1.982470,-9.454890
15.614302,0.279234,-2.039334,-9.771235
15.647893,0.234790,-2.381268,-9.507265
15.681109,0.243020,-2.243297,-9.280706
15.714342,0.197678,-2.213219,-9.676362
15.747631,0.237483,-2.035892,-9.790390
15.781162,0.260229,-2.262901,-9.618300
15.815056,0.341635,-2.153961,-9.707338
15.847719,0.227158,-2.087070,-9.588821
15.881003,0.179721,-2.229680,-9.340264
15.914385,0.294946,-2.331736,-9.635509
15.947875,0.249604,-2.626683,-9.448605
15.981011,0.302728,-2.260656,-9.490954
16.014727,0.252597,-2.437235,-9.240602
16.057116,0.524798,-2.288939,-9.271428
16.080941,0.320236,-2.582688,-9.401019
16.114309,0.295844,-2.386057,-9.173412
16.147623,0.259331,-2.480332,-9.086619
16.181007,0.357497,-2.444866,-9.566374
16.214299,0.378297,-2.345504,-9.725594
16.247870,0.289409,-2.540788,-9.792186
16.281105,0.207555,-2.571764,-9.374532
16.314433,0.282975,-2.588524,-9.667683
16.347675,0.200372,-2.583436,-9.850546
16.381069,0.112382,-2.382465,-9.483771
16.414860,0.172089,-2.202146,-9.623837
16.447690,0.280431,-2.116251,-9.602887
16.481229,0.265167,-2.177006,-9.669179
16.514320,0.301979,-2.035144,-9.242846
16.547929,0.197379,-2.182393,-9.672770
16.581090,0.234640,-2.036491,-9.570714
16.614264,0.209500,-2.071807,-9.393836
16.647681,0.232545,-2.192419,-9.294922
16.680969,0.251251,-2.368848,-9.465814
16.714267,0.350913,-2.134058,-9.901425
16.747626,0.207854,-2.486168,-9.915940
16.781075,0.333105,-2.146329,-9.780214
16.814318,0.341036,-2.366753,-9.746095
16.847676,0.305272,-2.286245,-9.448007
16.880916,0.244517,-2.429154,-9.774079
16.914312,0.228505,-2.498439,-9.675763
16.947652,0.332656,-2.411197,-9.449653
16.981046,0.363483,-2.349694,-9.221298
17.014405,0.301531,-2.388301,-9.223093
17.047586,0.224464,-2.355979,-9.270979
17.080976,0.279383,-2.437684,-9.440225
17.114430,0.329214,-2.400871,-9.354480
17.151822,0.218628,-2.244195,-9.085572
17.180976,0.106396,-2.002372,-9.279658
17.214313,0.146201,-2.254221,-9.293426
17.247742,0.216384,-2.372888,-9.401019
17.281085,0.238381,-2.195112,-9.429900
17.314292,0.254543,-2.257962,-9.499933
17.347843,0.200821,-2.301359,-9.938686
17.380951,0.247360,-2.451151,-9.984177
17.414303,0.249006,-2.329492,-9.771535
17.447709,0.230899,-2.231925,-9.761509
17.481009,0.197529,-2.620697,-9.943923
17.514264,0.324127,-2.624139,-10.012310
17.547686,0.376202,-2.473748,-9.941978
17.581062,0.231498,-2.483025,-9.777969
17.614335,0.228205,-2.401470,-9.931353
17.647684,0.295395,-2.386057,-9.819121
17.681038,0.335948,-2.385608,-9.773330
17.714306,0.248856,-2.351040,-9.410895
17.747707,0.255740,-2.358373,-9.230725
17.780945,0.273697,-2.344306,-9.473147
17.814314,0.409124,-2.449655,-9.303601
17.847586,0.421694,-2.329641,-9.451748
17.881041,0.006734,-2.177305,-9.164583
17.914474,0.037560,-2.234768,-9.235214
17.947759,0.496515,-2.177455,-9.592263
17.981004,0.462546,-2.378126,-9.708834
18.014348,0.084848,-2.215464,-9.438130
18.047767,0.035615,-2.231176,-9.283100
18.081030,0.172239,-2.320663,-9.836330
18.114694,0.312754,-2.275171,-10.001237
18.147727,-0.278785,-2.274423,-9.279509
18.180954,0.002544,-2.354183,-9.421221
18.214293,-0.227607,-2.372140,-9.821815
18.247677,-0.112232,-2.417631,-9.469705
18.280962,0.013318,-2.295822,-9.446510
18.314305,0.000150,-2.429004,-9.667533
18.347879,0.261726,-2.321112,-9.367948
18.381063,0.167899,-2.378724,-9.178799
18.414325,-0.106246,-2.936743,-9.305547
18.447739,0.126149,-2.552759,-9.266191
18.481057,0.000748,-2.522232,-9.286093
18.514360,0.003741,-2.458334,-9.565327
18.547691,0.018107,-2.204540,-9.753278
18.581047,0.009727,-2.308542,-9.868354
18.614300,-0.048035,-2.173713,-9.961881
18.647726,-0.008679,-2.015840,-10.242012
18.681395,-0.009278,-1.960173,-10.050469
18.714327,-0.050430,-1.904206,-9.962330
18.748191,0.042798,-1.950745,-9.800117
18.780949,0.106995,-1.889392,-9.883168
18.814406,-0.062102,-2.176557,-10.292442
18.847762,0.013019,-1.924259,-9.730533
18.881115,0.101907,-1.796015,-9.448755
18.914331,0.015114,-1.998781,-9.399073
18.947722,0.067339,-2.071807,-9.069111
18.981055,0.025439,-2.196609,-9.124030
19.014257,0.012869,-2.360617,-8.935180
19.047672,0.134230,-2.034396,-8.925005
19.080969,0.117919,-2.168177,-9.408950
19.114413,-0.029779,-2.250031,-9.062676
19.147601,0.188400,-2.145730,-9.111759
19.181007,0.123904,-2.320513,-9.475092
19.214762,-0.064795,-2.373038,-9.606030
19.247746,0.013318,-2.530911,-9.784254
19.281019,-0.037860,-2.382016,-9.764352
19.314361,-0.009428,-2.367351,-9.629973
19.350966,-0.075570,-2.399525,-9.633863
19.380981,0.067040,-2.275620,-9.882121
19.414293,-0.055817,-2.572811,-9.710032
19.447693,0.078263,-2.402667,-9.745048
